name;url;occupation;estate;lan;kommun;wikidata_id;person_id
Johan Reinhold Taube;/wiki/Johan_Reinhold_Taube;;nobility;;;;i-QcsjR5Y3EcAYrfuf6exqd2
Werner Tawaststjerna;/wiki/Werner_Tawaststjerna;;nobility;;;;i-3UZR8F4MDTpxope8ME8oS9
Fredrik Wilhelm Thesleff;/wiki/Fredrik_Wilhelm_Thesleff;;nobility;;;;i-VuLqeb3wtSmZj2UyzG5TGX
Gustaf Alexander Tigerstedt;/wiki/Gustaf_Alexander_Tigerstedt;;nobility;;;;i-Tsm7XwQqjWpXrCqx4saGXA
Karl Alexander Napoleon Tigerstedt;/wiki/Karl_Alexander_Napoleon_Tigerstedt;;nobility;;;;i-9BsvhCCbJoxB6QVVgThqkj
Axel Gustaf Samuel von Troil;/wiki/G%C3%B6sta_von_Troil;;nobility;;;;i-EkroDQ9EYje8n1rq9iKMkY
Samuel Werner von Troil;/wiki/Samuel_Werner_von_Troil;maamarsalkka;nobility;;;;i-9NbuRgUjosumWbUFQEtRjx
Evert Wasastjerna;/wiki/Evert_Wasastjerna;;nobility;;;;i-Pcaa9EgdyNW1ATcp1he7Tu
Jakob Viktor Wasastjerna;/wiki/Jakob_Viktor_Wasastjerna;;nobility;;;;i-8n3nuTnzCqgxrCTWwYq1yu
Alexander von Weissenberg;/wiki/Alexander_von_Weissenberg;;nobility;;;;i-8tpmjoLjCwAvg1Z16Ymcr
Fredrik Willehad von Wendt;/wiki/Fredrik_Willehad_von_Wendt;;nobility;;;;i-VuFXik3an1WSAwvRAZq3C7
Felix von Willebrand;/wiki/Felix_von_Willebrand;;nobility;;;;i-TYyoxCt17RVmpDAFKWJW3u
Reinhold von Willebrand;/wiki/Reinhold_von_Willebrand;;nobility;;;;i-Jm95cRi4PQKtWmo5J9B7Au
Henrik August Wrede;/wiki/Henrik_August_Wrede;;nobility;;;;i-6GNwMk6f9pw7tuuwdRfG1j
Otto Wrede;/wiki/Otto_Wrede;;nobility;;;Q7109889;i-GC4iKVSUKy4zqrxEso8fJC
R. A. Wrede;/wiki/R._A._Wrede;;nobility;;;;i-2hD21qWp9K67tPki4xh6zX
Rabbe Wladimir Wrede;/wiki/Rabbe_Wladimir_Wrede;;nobility;;;;i-DMkWg2gYcX75t4EbByUoqv
Viktor Julius von Wright;/wiki/Viktor_Julius_von_Wright;;nobility;;;;i-BtyTqDgYHyDR8B3iubyn6A
Fredrik Frithiof Maximilian Gottlieb von Zansen;/wiki/Fredrik_Frithiof_Maximilian_Gottlieb_von_Zansen;;nobility;;;;i-C1erW2VL4DDDK4tT3v1qWW
Petter Auvinen;/wiki/Petter_Auvinen;;peasants;Impilahti;;;i-HGkvq3faHKCS2q8w4Fwvdd
Edvin Avellan;/wiki/Edvin_Avellan;;peasants;Ahlainen;;;i-Pwjr6vGBf5sGMw2BtNjBMH
Juho Brusila;/wiki/Juho_Brusila;varapuhemies;peasants;Alastaro;;;i-182iQaw41tqTySDbhb38Sp
Adolf Natanael Colliander;/wiki/Adolf_Natanael_Colliander;;peasants;Valkeala;;;i-S3BEuv7Bn8ayM26jYrr83J
Torsten Costiander;/wiki/Torsten_Costiander;;peasants;Urjala;;;i-KSwyQA3Qqn4zEnSkGR2MwP
Daniel Edvard Duncker;/wiki/Daniel_Edvard_Duncker;;peasants;Artjärvi;;;i-EmqNER47i1Nu1rJadKyiQw
Alexander Otto Ehrström;/wiki/Alexander_Otto_Ehrström;;peasants;Tuusula;;;i-Gv1vJVBUh9kKpS6xeF9qMU
