person_id,wiki_id,name
i-R3sJekkutyVdAe6K3GTP3c,,Nils Henrik Pinello
i-R6esB2VMiCeF9f4oaXQg24,Q23761422,Simon Wilhelm Nylander
i-R7XPbPqdwJug3bA6LutgV3,Q11863727,Hugo Richard Sandberg
i-R7vN6VeBQMj14FAtddnDir,,C. F. von Wahlberg
i-R8cSAzux46z13Kz116RqYq,Q4354047,Svinhufvud af Qvalstad
i-R8pmgSjrtL5RNu17k6YJJ8,Q100784884,Gerhard Pehr Alopaeus
i-R9GysjTqcGUJdiX7U42BXP,Q106323479,Mikko Karjalahti
i-R9jTBuaffAFW9tqnohzFxo,Q104348769,Samuel Henrik Nordström
i-RAMm5EB5hewafqayKtSYFU,Q105645260,Kaarlo Fabian Rautajoki
i-RBMv4NKJqVbMmhQsYSdbLb,Q11855498,Constantin Linder
i-RBWCuLg8kwt5DsDhYULC5s,Q6067104,Gabriel Rein
i-RE9ioS2PcNCNiD9EFU1fDJ,Q100781243,Isak August Björklund
i-REsb3HRKixELb2Qs7KmBoM,,Axel Björkenheim
i-RHqygXe6TkBr9hHcesVUv4,Q105751918,Viktor Vilhelm Söderholm
i-RLK2wujPko39urNNKUwfR1,,Adolf Wilhelm Granström
i-RLs3KN5zMfehHXGTrj8v3o,Q106323640,Kustaa Adolf Raitanen
i-RLwFsttUZJapjD32D16Mxd,,Magnus Erik Alopaeus
i-RN2xBfcNHm4QFV3THjTHgy,Q105037590,Karl Johan Brännäs
i-RRrbfpAgX7PwDQKMpoJV2G,Q4104162,Knut Wasastjerna
i-RSUNuRBeN9QEuyvaqF6vTD,Q105454333,Karl Gustaf Lagerström
i-RT3U6VrgfFvTbEBaT1WU4Q,Q106241049,Alfred Burman
i-RTvTgtKDAuhsqLL4VrqGxQ,,August Edvard Granfelt
i-RUbcSSRCcGyP1SMHNcHDBY,Q105701209,Gustav Vanha-Seppälä
i-RUeFTJDk4Bcmi5Q2QfrMYL,Q104602803,Samuel Gottschick
i-RUfth79dYLH42WsVVpJ1J6,,Felix Florentin Serenius
i-RV7q872vpjZkC5xzMMKEib,,K. J. Ståhlberg
i-RWAcu32ZUF2YvpkQeJcFND,,Arvid Järnefelt
i-RYRLCW2s7dknqNzUos9PeB,Q101332637,Gustaf Edvard Lybeck
i-RZhydE7SX8RvSkiFoBh92E,,Harald Victor Wilhelm Furuhjelm
i-RZrdQe9EF8epc2oUiYctkq,Q5438635,Johan Albert Edvard von Julin
i-Ra6DZsbiF1Qi4QsVYUsB4f,Q106773949,Carl Axel Gustaf von Christierson
i-RazorKnY8QnsosmjEpa7Cx,Q85991585,Johan Herman Lode
i-RbShaK3GemTXX3EKJNmQqN,,Robert Olof Lagerborg
i-Rby9gqrGcd7k1U8tGWeVco,Q101069594,Aleksanteri Gummerus
i-RcSCmpxriPBQokni59zaX1,Q102182397,Axel Gabriel af Björksten
i-RdVg2ED8jziUyqAhpvSx15,,Kyösti Kanniainen
i-Re4PUqw3hSF2gYzFAbLco4,Q105454450,Erik Johan Kännälä
i-RemteiT7sCE4ug9DvwUUZU,,Ernst Lindelöf
i-RhBRSkx9yQCaJTuJXtgxWb,Q11860782,Gustaf Dahlberg
i-Rj2c8ipnAPEZ4wgVvsAFh2,Q106817325,Alexander Wilhelm af Heurlin
i-RmokoW7hqqBTHEKbGg3DNm,,Johan Philip Palmén
i-Rp2PztPk5dnCsvQTKH2P2F,Q5492646,Arthur af Forselles
i-RpVDw6iitmizfBXkZBCRJA,Q105454524,Tuomas Kuisma
i-RpxSvxG4amN4EMcdgkbpKE,Q11862304,Henrik Adolf Mechelin
i-RqAPAC7S2CX7e35kDsECyi,Q106223951,Adolf Albin Sopanen
i-RqnKaG4Hk193aoEnE7oY7w,Q104899495,Robert Emil Hisinger
i-RrQ3T3si3z3UVhi3RdhVzj,,Axel Johan Alfons Spåre
i-RrrZcYmz8gMNNh9veSLgyy,,Hugo Standertskjöld
i-RtZYJRUio7AUd7ime4k5jZ,Q105337225,Abel Jäntti
i-Ru1jMpqP9G8A3wM3W5Ufdk,,N. H. Pinello
i-RuWjhvcLonqckZ5vuFTfDf,Q105069783,Elias August Ekman-Isotalo
i-RuWjhvcLonqckZ5vuFTfDf,Q105069783,Elias August Tunkelo
i-Rvm4fcZPK4D2qhoK2MNv7C,Q104631391,Simon Louko
i-RxDaXQCkTN5K77BYobYMRs,Q11860037,Fredrik Paksuniemi
i-RyyZbpWVhzYMm59x53dQgk,Q11858519,Ernst von Wendt
i-S154YmFsimHxrDU4mVt7UQ,Q101583701,Einar Ossian Schauman
i-S1pw6piuuiCbir7ePXdqY4,Q5578552,Petter Johan Bladh
i-S2JvqMtVriHzJCtaWZ97W7,Q4351768,Antti Puhakka
i-S3BEuv7Bn8ayM26jYrr83J,Q105045044,Adolf Natanael Colliander
i-S3GuL4uWXYcmpjmQUj9PCt,Q20736682,Valentin Gummerus
i-S4GmUj8rHy9f5UtwUyzeuT,Q108067058,Fridolin Stjernvall
i-S4N4b2keBxeCJJKy8Ryks3,Q30174332,Arne Cederholm
i-S7HnBrDttPGxM4jsJ8CmK4,Q104550197,Carl Anton Broberger
i-S8BUZ6vnbJpzzmYXeu7wqs,Q56403648,Knut Svanljung
i-S8XRVnYxVF1uWdqPN4vmHV,,Karl Johan Robert Standertskjöld
i-SBWbVTV2f7vdAPCNzHq9rq,Q5547802,Magnus Jacob Alopaeus
i-SCDfHvQhfbb3ozrfTxB2Ni,Q105432334,Johan Viktor Hildén
i-SDx8XWaQ1pBA9gKiPinHpP,Q106241016,Juho Nissinen
i-SFc8hpHHMKPoBCPMh5HGZC,,Gustaf Adolf Langenskiöld
i-SGZvu2gmDdnsbFXvehPV56,Q106773933,Emil Waldemar Cedercreutz
i-SHv8JmjxjKq8nKf5WMXEG1,Q104235976,Karl Fredrik von Born
i-SJiwEStodzYuHjM8tq7Dmg,Q107323184,Fredrik Kristoffer Tawast
i-SKPZwEKXE7hX71KKJrTCDN,Q55395767,Johannes von Haartman
i-SPqs6qVLvM2YBpWYSvfLES,,Kristian Trapp
i-SPwXEDwrmRhThsKjhJmzBQ,,Valfrid August Vilhelm Blåfield
i-SQJ5Monvd2cwvwoh9Q8GtZ,Q11899560,Uno von Schrowe
i-SSc9zSnPAgfhX8h2yDhK5b,Q107918233,Fredrik Järnefelt
i-SSeEffZt43Kvtrd9Cx5n3r,Q553859,Robert Tigerstedt
i-STAnaSXq3Wzd8jSfHgfAs6,Q105662930,Antti Uotila
i-SU2n35iQoWZU6ahNBi2tN9,Q104143750,Karl Fredrik Munck
i-SUa2EAYaUVdKXx1Hip3kos,Q17383702,Hugo Schulman
i-SUpmw56zMz2APdv8K23tDg,,Ernst Gustaf Palmén
i-SVUC6CZ6K8PYcHFwEQ5T2T,Q105337245,David Karppelin
i-SW1vHpQ8FCcrVNRvfdz5ft,,Robert Severin af Björksten
i-SWcAb2S58766GiVqcK2yWq,Q106239238,Johan Gustaf Wikeström
i-SXNWTjE9HN5oyuWqsYxf5Y,Q4413049,Leo Ehrnrooth
i-SYnSDfibYZd7vBXM2DWy6m,,Frans Ludvig Schauman
i-SZ16bZKoDB96Toq5hKxNqX,Q106367951,Simo Frithiof Parviainen
i-SaCnJmAftzcnG2e8XYGcL9,Q5802420,Robert Hermanson
i-SbX61wokaS67ghtHrcjkgQ,Q11860812,Gustaf Robert Ehrnrooth
i-SbofGedkQmSvXcY3kuYV13,Q105751943,Johan Starcke
i-SdMoUcpSHjToPwQR4EJX9T,,Krister Jägerskiöld
i-SdgbXNAKksp7Y4D1ExsyJV,Q11885863,Oskar von Schoultz
i-SfCwsq5Qek5Vh2jkQ6X17W,Q104550228,Fredrik August von Zansen
i-Sfn4EsStf31pPRaBmW4Hw5,Q100780792,Arno Reuter
i-Sgc98ZDEzcXD8Ee87B26PF,Q105946628,Samuel Johan Vesander
i-ShSqKxsKjsrqLxqcDTQ4vS,Q104551815,Carl Johan Armfelt
i-SiFian5B3vruST13ZFJvMQ,Q107918176,Alfred Henrik Balthasar Ehrenstolpe
i-SkK4TRBZDox3b1jvm2qT2t,Q11860791,Gustaf Gideon Forsman
i-SkKUXsPiaabPiKXqGWU5WM,,Kaarle Kustaa Hegerström
i-SoWgEmbVTmdPn2HvTMFCF,Q107968786,Gustaf Albin Wasastjerna
i-SofurPRw3EL6yyFJXakZd3,Q104007046,Axel Henning Krabbe
i-SqM5eM5mRQL5Ezs1SSYeE,Q1703242,Ossian Bergbom
i-SqM5eM5mRQL5Ezs1SSYeE,Q1703242,Ossian Wuorenheimo
i-SqQK7dWUc7zwppHradamvV,Q107797860,Fredrik Nordmann
i-Sqa5GC1t2uBEPmCRzkYfks,Q107978474,Julius Dominicus Pinello
i-SrGiafTSdSwpad4RB612Eg,Q106319466,Henrik Solin
i-SruNgxePrM2C8QjDrT3xNt,Q106323624,Adolf Nousiainen
i-Ssz6NPb9rMtK26HHXkXoyb,,Lauri Kivekäs
i-StNDotZqCKLbRxhLrc79wz,,Juho Malkamäki
i-Svni6aX5bhGV2ryvepBXto,,Georg Ehrnrooth
i-SvyiLaCvhwTTq33XMRDDFu,Q107018413,Artur Edvard von Bonsdorff
i-SyVV264UBZ1JB58yfmkdmz,Q61102653,Axel Ekestubbe
i-SzT9Ti41fPxiEJHVPCHzAT,,Theodor Tallqvist
i-SzVBBvxt1aGJ6jks8D2Q5W,Q18814960,Rolf Thesleff
i-SzqzswQ1RPMaaeiMYjG5Ca,Q104721229,Anders Gustaf Westerlund
i-SzsXtoTJnMbV9EcXuXLoAy,Q106967465,Carl August Gabriel von Haartman
i-T1J3nBEQ2dbgwg4zHwkNeU,,Reinhold Ernst Petter Jägerhorn
i-T1yiXmDGyDLcG1pnW8cW3f,Q100870519,Petter Adolf Brofeldt
i-T2NvVpCbguQDo4BsdWUvRd,Q63275089,Juho Rudolf Forsman
i-T6iwtdGymhfhiK1c7VMUXe,Q105636268,Juho Pere
i-T6mMFVzHVrVXYdjMx43gXd,,Josef Adam Joakim Pippingsköld
i-T6nMGQg3XFKJ9h18Q337Aa,,Johannes Granö
i-T7obg2BNJjQHgCfqJQDHo3,Q11860814,Gustaf Richard Idestam
i-TCQs5DXsZFoCfJSdbFZHQZ,Q4527625,Constantin Nils Lorenz von Schoultz
i-TCrqeMQR8TfbBknsNKpx1w,,Knut von Troil
i-TCwLfpuQKKUCxLk6FY1oaA,Q11866699,Johannes Lagus
i-TDFeRLpapo8KPRobArnpEf,Q104721230,Gustaf Lemström
i-TDorJwip9wZw86wKUvrc6g,Q104995649,Petter Akola
i-TGqE1UqnA73NvW2YYgmMf3,Q105454314,Lauri Vilho Laitinen
i-THAVuE4axrjJyKgs83WVGV,Q104721213,Josef Österbladh
i-TMtBCHpVArrzqFRZ7UamYAAnders Joachim Kurtén,,
i-TMtBCHpVArrzqFRZ7UamYA,,Joachim Kurtén
i-TPLLng6ovQtEFTALxn8PZa,Q3375788,Agathon Meurman
i-TR13JsM23E7ipXqPtPdrJn,Q26244660,Theodor Tigerstedt
i-TRJUkgdtqj8YafcHWiunC8,Q105069780,Kaarlo Ekberg
i-TT9wVN7fF9yzm6SxBGQwCu,Q6190771,Emil Stjernvall-Walleen
i-TTJ6BfyGcHTAc3wu7ASwci,Q5955329,Christoffer Alexander Linder
i-TTJ6BfyGcHTAc3wu7ASwci,Q5955329,Ernst Linder
i-TUXNt96MoMXQnU5GkAysCA,Q104383018,Lars Henrik Gustaf Langenskjöld
i-TYnYVTeZurrqCheXFbt4rb,Q107738924,Alexander von Knorring
i-TYyoxCt17RVmpDAFKWJW3u,Q1661801,Felix von Willebrand
i-TZBstz6GvAASyzwu3ZCkyU,Q105432186,Kaarle Konsti
i-TarLwptG7R8SF5pg2iR5pV,Q61103302,Eynar Thesleff
i-TeVreJTGDQcrpSivfqbBtE,,Lorenz Lindelöf
i-TenXkjdHcqi3QqXg8Aj7co,Q104150518,Karl Jakob Helander
i-ThLyS2PmaP8M3K7ALK22pq,Q1785182,Oskar Hackman
i-TmxEAscjG4hPj3fvW7XYWt,,Axel Fredrik Granfelt
i-Tn9Nab3J9yB7jDsvGXvMxV,Q107918278,Frans Egenolf Eugen von Knorring
i-Tntgfg5AMMxYZi9wm5H9Eo,,Aleksander Henrik Söderman
i-Tnx7FYE9hZfG2QfvLnTU8p,Q108082117,Constantin von Fieandt
i-TpRRxpwrPivaPab2rTZrGQ,Q4350756,Berndt Otto Schauman
i-TqHLa2ybuznPCSfNH3SkF7,Q5930256,Gustaf Wilhelm Ladau
i-Tqp3j9qYioq4RaiA7DM5ac,Q5581962,Carl von Bonsdorff
i-Trxigum19383HjWaEM7WN1,Q106319470,Johan Wilhelm Samberg
i-Tsj4S7NTnyj22gTiduh9tv,,Hemming Åström
i-Tsm7XwQqjWpXrCqx4saGXA,Q93261790,Gustaf Alexander Tigerstedt
i-TtTfn6AZ2VRQkxNw2hsBsT,Q17383866,Karl August Snellman
i-Tuzd3ffhjuy1CAvyKR6n28,Q17380063,Kaarlo Johan Blomstedt
i-TvLg6gRhrHwFWkKK9i4FYA,Q107400151,Torsten Johan Aminoff
i-TvcxBipQbXEpB8ZmhBPP9x,Q101111233,Eugen Idestam
i-TwPvj87UckWE35KtsCMaGf,Q104588856,Herman Höckert
i-TxHTtFi8LDbM7cE3BQoWbp,Q106323599,August Kristian Lemström
i-TyPEdHTUkNhatf9Qa8vJqR,,Antti Mikkola
i-Tyx5Yj2Vx6u9mvdwtU9AKF,Q4355143,August Hjelt
i-Tzqw5o3k7StUR6PUjM45kG,,Herman Georg Maria Wärnhjelm
i-U1QRavA17bQzD48LdLt1tY,,Arvid Adolf Etholén
i-U2A7cwzeuhuxLi8KooFg4u,,Theodor Bruun
i-U5VP3ZVVSyQZXzf9UspkVr,Q105351041,Anders Häggström
i-U8Vqkv62s6s7Unu6nVAn1r,,Edvin Castrén
i-U9xigf5EBj1snqzJ6rP55x,Q106967472,Karl Otto Reinhold Ladau
i-UBSoYX91VzS6A6UZDp8vNf,Q105432172,Kaarlo Kokkonen
i-UCUeNRpau2VHAPSPtoTzs4,Q103505600,Otto Robert Vilhelm Tandefelt
i-UDfLY4X7enJaiGPA89x5CJ,,Adolf Aminoff
i-UEYzaBGkjvQa4ih72x4yeC,Q5563655,Woldemar Backman
i-UExNr1vRKnTpzE5pqzv3ir,Q104845164,Karl Gustaf Teetgren
i-UGnMF187bsPNnrbM6fZK27,Q106224047,Anders Gustaf Hamberg
i-UMDgoutWEYApG28pbuoncb,Q105337286,Juhana Katina
i-UQGJ6dJZneUpxkDhyzDuCy,,Adolf Theodor Rosenbröijer
i-URXcmK1gDqhAUAqzy1YSPi,Q4115633,Adolf von Becker
i-USB6cv2Fm7N5MmQfNLSvT5,Q107750220,Adolf Kasimir Aminoff
i-UTTBHu3P6dThF85VUX7WFy,Q85991372,Carl Constantin de Carnall
i-UTbwd4tWVQkh41NUq7MAT8,,Kurt af Enehielm
i-UUFQ5w6CUWXPKeDW8gRVf7,,Elias Malakias Rosengren
i-UUyeSq5XfWnP8CiHSxbY85,Q107323185,John Axel Henrik Wahren
i-UVK5tE8K7bZTUBx3RcNPr9,Q11876241,Lorenzo Runeberg
i-UWUL9KSiGnCtXiXG4xP4QR,Q106309485,Juho Aatami Pelkonen
i-Ua1DB2ZaQu82Pj2Kg6ibbJ,Q90544912,Bernt Reinhold Alfred Rehbinder
i-UcisgbwAvcKxuWVnXtfHbW,,Juhana Idänpään-Heikkilä
i-Ucum7yRc9FUd2VVaAbvHaa,Q105645318,Aappo Rantaniemi
i-UeCsY7Z8EWg5JUKatauFUi,Q105953037,Carl Wilhelm Franck
i-UeTxv9rgAELGir3fWfG4jh,Q74020569,Frans Julius Cederman
i-UgmPdquSGiPwy7BoLCfB14,Q4357096,Albert von Hellens
i-Uj41pyUbRiSWZy1yUqFnWq,Q11850796,Alexis von Kræmer
i-Uph3GH5rF8JZ5oRFmsKPyJ,Q5918829,Walter von Konow
i-UuNpejz63DNoacNWFAFjXE,,Gustaf Viktor Eklund
i-UunQBxgJCJ91ySCNSRMCtw,Q106367950,Isak Oivanen
i-Uwd3FhczWxUpR2LEVAi2TD,,Claës Gabriel Nordenheim
i-Uyib3B44zp4jbpLeobRbVt,Q105751914,Frans Tanner
i-Uz9hQVsckk2g776TVJEiWa,,Edvard Ferdinand Bergenheim
i-V24KRbvVLtC2BtTHC8wN7v,Q104235965,Albert Heikel
i-V2gvXzy4yVR37t4spVqk1w,Q104551857,Henrik Robert Spåre
i-V4C4SLqoHKpdVigS9jN6JV,Q107337678,Robert Reinhold August Hedenberg
i-V6a5sMYUGVR1EQbk7LuVBj,Q107994311,Hjalmar Filip Palmén
i-V6v31r5joHKS4WkUQfSh1v,Q104715289,Niilo Karlsberg
i-V83jHaR3m6wSP1r1K3RJJ5,Q104172920,Nils Karl Elias Grotenfelt
i-VA18phdeUhvnx26XSUNWwS,Q6203891,Adolf Tandefelt
i-VBL3djAMpwMaHec7e4MQ7J,,Fredrik Vilhelm Procopé
i-VCpCJj71NdM9emY6TEMzXG,Q106766171,Johan Axel Erik Silfverhjelm
i-VD9ZzJneAntKWjMSaVZzUN,Q6232470,Antero Warelius
i-VDpx7vFjSL3NsTqo3roC5x,Q3210023,Johan Mauritz Nordenstam
i-VDpx7vFjSL3NsTqo3roC5x,Q3210023,J. M. Nordenstam
i-VERhf75LTeyuyLzkXYFc3J,Q106323628,Kalle Oittinen
i-VFEu1HLKJix9SRhuJxAViZ,Q107069611,Alexander Wilhelm Lagerborg
i-VGFz9DroijEWpEY772XNUv,,Otto Vilhelm Ehrström
i-VGqPqFP6tmzxhZ9q5yFquP,,Axel Gustaf Mellin
i-VHc9ZxmKrE7rcDAopm7C9X,Q5923756,Lars Karl Krogius
i-VJd1sRkEvmJaYFDuVLDdQx,Q23039685,Michael Leonard von Blom
i-VKbGtZyZXWpUPkoMXnexMm,Q105636275,Georg Wilhelm Paunonen
i-VL6tEmBdFX6K3RRRFJKTbB,Q107323180,Fredrik Hjalmar Stackelberg
i-VMiu46ZbZQFSbhRZC35nUJ,,Carl Gustaf Emil Mannerheim
i-VN2FCbotgRvTpDEDEy7Djt,Q101333226,Johan Robert Hugo Nordenswan
i-VPZ98NQpXxvA33auBBTxBC,Q101333744,Frans Nordlund
i-VPkGALknWhkvyLEqpQP32A,Q5941175,Magnus Lavonius
i-VRBKtqgHmrBZBsBfH5E1d7,Q104550354,Carl Gustaf Lagermarck
i-VSjkKAAk1uTMFyXiJQ65Ef,Q84176620,Johan Fredrik Sebastian Gripenberg
i-VT8ViKQJT6VrXwypXJkshs,Q101503195,Juhana Emil Sandelius
i-VTKTKJy5YhuQPiyvf9Mvh3,Q105432357,Kaarlo Vilho Piintilä
i-VTKTKJy5YhuQPiyvf9Mvh3,Q105432357,Kaarlo Vilho Hollmén
i-VUMq2T9TJQkqeXhFKWWYC2,Q11867560,Juho Erkki Antila
i-VUPS4htBc7spKyCvDEph4z,Q5403873,Kustaa Killinen
i-VZBCP48WcB68XodCJB2hkH,Q17383994,Julius Stjernvall
i-VbQi5D8Ho9a1gwVtHWXrrt,Q5582751,Johan August von Born
i-VbijbarJj8Cbtn5pJgYV5x,Q104188766,August Fredrik Jansson
i-Vc7wHXXgr84Kd9xt5RJJfQ,Q3364215,Wilhelm Malmberg
i-Vc7wHXXgr84Kd9xt5RJJfQ,Q3364215,Wilhelmi Malmivaara
i-VdydETaWU2BpZVHpNTDKnE,Q106323608,Robert Rannikko
i-VeJcY7HKzWYk4AsDj8GPyn,Q5813866,Anders Johan Hornborg
i-VethMAkStv2TxN6zR2A8eZ,Q105037599,Theodor Aschan
i-VgXbiJ1DeKP1NgamtWyuHV,Q105708660,Johan Lindegren
i-Vh1dqy2xKpjHzkQPmypXH2,Q105064081,John Flygare
i-VhermKHM28DnXffrtUcaPR,Q5893891,Albert Ludvig Lindsay von Julin
i-VhqCtxytxwuCQMhjHGTkar,Q6190209,Johan Fredrik Stichaeus
i-VjoMm7nnMwaZ8DuJw2CtUT,Q5955385,Hjalmar Linder
i-VktczYTWMxgfGa6SKm38YK,Q108122296,Curt Gustaf Stjernvall
i-VkuiHGgLJdSKNMjCERptXT,Q106319495,Frans Henrik Malin
i-VnH4zjf69L3FmLnnG2A94f,Q101332184,Gustaf Wilhelm Liukkonen
i-VprBVce4soGLYgngLSjo1p,Q17381816,William Koskelin
i-Vquuv2Q1nBy3xPM3DXsFHJ,Q17383568,Emanuel Berner
i-VrYVhWgWmsDTenThaELYuL,Q61103177,Eljas Lönnrot
i-Vs4QzRgBgAecAXeabLq3Sy,,Kaarlo Kristian Mäkinen
i-Vta7BDiM8BB6Zkf1iBczRE,,Julius Immanuel Bergh
i-VuFXik3an1WSAwvRAZq3C7,Q107918042,Fredrik Willehad von Wendt
i-VuLqeb3wtSmZj2UyzG5TGX,Q99600914,Fredrik Wilhelm Thesleff
i-VufcVdAFzHbWaez389tPVQ,Q105620544,Karl Anshelm Packalén
i-VwHReWhJrcC7zhFiznhRg5,Q105751954,Juho Anton Sjöblom
i-VwibmpSUHRf18jjByiX717,Q104007062,Ture Birger Wegelius
i-VyRQHiuU325bocyuNaMNwp,Q23755546,Alarik Hasselblatt
i-VzA3Y3NQhrZkNndvb42d9,Q26270041,Antti Kaasalainen
i-VzdTpoMPYaepy5MGETH3Sz,Q103893884,Germund Gustaf Aminoff
i-Vzv6jbLwXadCgi56dVyMEE,Q11858192,Erik von Schantz
i-W2pfNtUzJWuFavRakcdU7X,Q106967421,Gustaf Filip Creutz
i-W4ibMT8ydrvyppRBYphuZ,,Paavo Nyrönen
i-W6Nd2mXWGmeP1J6mr9WBfx,Q56403348,Adolf Juselius
i-W6pUWxkMs3AK6Keb3vy9Bi,Q104588904,Mårten Fredrik Ringbom
i-W8Db684k5G37wqhA7J42ay,Q11851311,Anders Henrik Snellman
i-W94aUY8NPZQ7m8XGzCsgvN,,Yrjö Halonen
i-W97admngEZmB9PfMzhcTXo,Q4235999,Gustaf Axel von Kothen
i-W9WfZerRzSkwj8v7EYcDVd,Q17384840,Arthur von Weissenberg
i-W9tJUpUq8nWxoZLkPDM5da,,Nils af Ursin
i-WBMomudNy8B9hzNBygMzwC,,Gustaf Emil af Hällström
i-WCzaY3RxHpZPCCrEhQE6FZ,Q11852260,Antti Tuomikoski
i-WDfrjo9XSDsQ5CApS6Kfxb,,Johan Reinhold Taube
i-WDz4vEw2eWZxfr4fnr3ev8,Q110322261,Walter Werner Axel von Troil
i-WDzfUFdb8g6zrgyW2rE1KR,Q20253194,Gustaf Tigerstedt
i-WEZivZLhRSkR9TTeHZq7E2,Q105620424,Juho Pernu
i-WEteKry32GJE2GnMiyXxih,Q11854976,Carl Ferdinand Borenius
i-WF8BWGJBsroMfDPtmAkEZt,Q62392285,Fridolf Linder
i-WGFFutszVVq2r6eHmqYcyB,Q20736756,Knut Munck
i-WGy8Gw4oVSFx1b6GQHaCUq,Q104145197,Karl Leonard Schulman
i-WHeNLun3hZkxgSCF9XBKKL,Q4355148,August Nybergh
i-WJyvVSfmgdVMjZNnsdy3tG,,Carl Erik Mannerheim
i-WKYZS9w7YwXk2iBPTNxqW8,Q105337216,Juho Herman Jurva
i-WMa3i1Fida5Xz9rbdPwSCY,Q107400164,Mauritz Fridolf Hisinger
i-WP95ziWCZ9e7snckaW2g4Y,,Henrik Carl Gustaf August Standertskjöld
i-WSpBHvAdJZSHPeYBmp446w,Q97456190,Karl Reinhold von Willebrand
i-WSyB6pTTNa91z1Kf4EmD6X,Q108067071,Henrik Thomas Adlercreutz
i-WTPJdE9dsMppVoEfCh64m2,Q107337650,Carl Theodor von Frenckell
i-WU1bZzJFp2hYGt3zanqwPH,Q104550447,Nils Jonas Gammal Ehrencrona
i-WVKwwkZcuPEpz3Brz94buW,Q105086443,Heikki Hannikainen
i-WVXdqsXffbuVYsgyHLau3U,Q17380332,Johan Gabriel Geitlin
i-WXLLFK1W2bbmPmonvvGKY8,Q9384808,Aaron Gustaf Borg
i-WXevWjzNj6QC87KLVY3her,,Johan Ulrik Sebastian Gripenberg
i-WZrjaFeP6M4ENU12xLztDg,Q103505506,Fredrik Vilhelm Fredrikson
i-WaH1WaJMCBdN1Bjkr3fv3n,Q107054977,Carl Osvald de la Chapelle
i-Wc94mfKvFCXNZujj6r2PaP,Q105956704,Johan Fredrik Ahlberg
i-Wcky67Qf2rGc89qYWAKwSZ,Q105337240,David Kalli
i-WdzgZrDyFkeshj849nXyrU,Q107172253,Axel Edvard Wasastjerna
i-WfUQPfBkC1vMdzuPBj75qe,Q106989489,Waldemar Stjerncreutz
i-WfaPXmrfKy2M88t7q4ZBr6,Q6079717,Mauno Rosendal
i-Wfy38pQM86JQxSkMjXDHU1,Q101038653,Knut Gustaf Victor Furuhjelm
i-WgDPTcF2uez6JDVfYnxVob,Q4064426,Edvard Reinhold von Ammondt
i-WjNrP4V2Q7sQnyWHLYvkVn,Q20251351,Frans Fredrik Björni
i-Wjj5ppkYCuFJumysgbMA3b,Q105432176,Sakari Koli
i-WjuDQ8j1vsSw67QvPoaiQn,Q17383717,J. A. Salminen
i-Wk2CGMXF9NZnSdq26M5ZN9,Q106773940,Gustaf Johan Reinhold Cedercreutz
i-WkhLF7apn5pbUJ4sLuNjnS,,Reinhold Ernst Petter Jägerhorn
i-Wm7PMNz5UBwoc7LvenHUrr,Q11887818,Petter Kumpulainen
i-Wm7PMNz5UBwoc7LvenHUrr,Q11887818,Pietari Kumpulainen
i-WmCgR2ofpyD2aLZYfNf7f7,,Gustaf Petterson
i-Wmc4io5AhKpixJuNytdtVe,Q11881306,Martti Kykkling
i-Wo1jXQwtCLaoqebdZA4xi6,Q22976890,Achates Ferdinand Gripenberg
i-WqCwSrRYdPbFEUgRi8a3PH,Q11858407,Erkki Reijonen
i-WqgsxWePjro1Bvm87VExid,,Tahvo Riihelä
i-Wsd1nrWEpNDoxuvqvTmVJb,Q23989312,Axel Kyander
i-WtbprdVHLEQzfY1r3J5vvD,,J. W. Söderlund
i-WtiFTQjstvy78fAdBcCLFT,Q104145194,Tomas Erik Robert Adolf Adlercreutz
i-WvyDUpkmCVdzKarM1fgrCN,Q60482959,Frans Viktor Eriksson
i-WxkgwPxqMpjFtfmAZTrx6L,Q104381600,Johan Gustaf Schatelowitz
i-WyWDwtFVYiUTfBNGyKxSTL,Q105432343,Elias Hirvonen
i-Wz72rDtteZJjjXbMTzBAUr,Q356644,Albert Edelfelt
i-WzGDNnRe7z1ZDfiCvTwhVz,,Lars Magnus Björkenheim
i-X1exK7m1EkUm3uWpKK6nBG,,Bernhard Anton Harald Indrenius
i-X1nJ4shXTnndLogA9D39Dh,Q105337256,Israel Karvosenoja
i-X2qn6TAe9gTfibhdeaJgEc,Q4491023,Eugen von Knorring
i-X34Zne89V23zWXu6gQymw6,Q102436283,Karl Johan Alfred Björkstén
i-X34gja94d5HVzrAjCKC3Ve,Q104172926,Karl Johan Oskar von Numers
i-X5W1rrN1xx2w7oSS9xukaA,Q106323476,Juho Kaksola
i-X9BEgeY2cHDN4Ry1iBZd3W,Q104550322,Anton Wilhelm von Schantz
i-X9eEjh4Va2BNBd1gCaYmjx,Q104348657,Nils Anders Gadolin
i-XAhPHpjCL41PGZ85XdBSmS,Q5772178,Alexis Gripenberg
i-XBaXvYuZryRzUve3CsdBVd,Q106919251,Jost Wilhelm Hugo von Qvanten
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Wolmar Schildt
i-XDB8RGNdQBznykTAvXXYNU,,Reinhold Brix von Böningh
i-XECbcSYaNcvb5x7iyCcZ7N,Q104815685,Teodor Natanael von Pfaler
i-XFG5NboAzDmbDVSakg6Foh,Q107337690,Knut Albert Segerstråle
i-XFSBcMLXvFzb27PDUYFm4d,Q106896046,Johannes Alarik von Knorring
