person_id,wiki_id,name,is_primary
,Q152306,Карл Густав Эмиль Маннергейм,false
,Q152306,Карл Густаф Маннерһейм,false
,Q152306,Карл Густаф Эмиль Маннерхайм,false
,Q152306,Карл Густаў Манэргейм,false
,Q152306,Карл Густаў Эміль Манергейм,false
,Q152306,Карл Густаў Эміль Манэргейм,false
,Q152306,Карл Манерхајм,false
,Q152306,Карл Маннергейм,false
,Q152306,Карл Ґустав Маннергейм,false
,Q152306,Карл-Густав Манерхайм,false
,Q152306,Карл-Густав Манерхейм,false
,Q152306,Кустаа Маннергейм,false
,Q152306,"Манергейм, Карл Густав Эмиль",false
,Q152306,Манерхайм,false
,Q152306,Манерхейм,false
,Q152306,Маннергейм,false
,Q152306,Маннергейм Карл,false
,Q152306,Маннергейм Карл Густав Эмиль,false
,Q152306,Маннергейм Карл Ґустав,false
,Q152306,"Маннергейм, Густав",false
,Q152306,"Маннергейм, Густав Карлович",false
,Q152306,"Маннергейм, Карл Густав Эмил",false
,Q152306,"Маннергейм, Карл Густав Эмиль",false
,Q152306,Манэргейм,false
,Q152306,Маршал Финляндии,false
,Q152306,Կարլ Մաներհայմ,false
,Q152306,הברון קארל גוסטף אמיל מנרהיים,false
,Q152306,מנרהיים,false
,Q152306,קארל גוסטף אמיל מנרהיים,false
,Q152306,קארל מנרהיים,false
,Q152306,كارل جوستاف اميل مانرهايم,false
,Q152306,كارل غوستاف إميل مانرهايم,false
,Q152306,كارل مانرهايم,false
,Q152306,کارل گوستاف امیل مانرهایم,false
,Q152306,کارل گوستاو امیل مانرهیم,false
,Q152306,কার্ল গুস্তাভ এমিল মান্নারহেইম,false
,Q152306,คาร์ล กุสตาฟ เอมิล มันเนอร์เฮม,false
,Q152306,გუსტავ მანერჰაიმი,false
,Q152306,გუსტავ მანერჰეიმი,false
,Q152306,კარლ გუსტავ ემილ მანერჰეიმი,false
,Q152306,カール・グスタフ・エミール・マンネルハイム,false
,Q152306,カール・グスタフ・エミール・マンネルヘイム,false
,Q152306,カール・グスタフ・マンネルハイム,false
,Q152306,カール・グスタフ・マンネルヘイム,false
,Q152306,マンネルハイム,false
,Q152306,マンネルヘイム,false
,Q152306,卡尔·古斯塔夫·埃米尔·曼纳海姆,false
,Q152306,卡尔·古斯塔夫·曼纳海姆,false
,Q152306,卡爾·古斯塔夫·埃米爾·曼納海姆,false
,Q152306,卡爾·曼納海姆,false
,Q152306,古斯塔夫·曼納海姆,false
,Q152306,曼納海姆,false
,Q152306,曼纳林,false
,Q152306,曼纳海姆，C.G.E.,false
,Q152306,曼那海姆,false
,Q152306,馬達漢,false
,Q152306,구스타프 만네르하임,false
,Q152306,만네르하임,false
,Q152306,만네르헤임,false
,Q152306,칼 구스타브 만네르하임,false
,Q152306,칼 구스타브 만네르헤임,false
,Q152306,칼 구스타브 에밀 만네르헤임 남작,false
,Q152306,칼 구스타프 만네르헤임,false
i-LworoXnhdkkqSH2e65xuXx,Q15528987,Robert Frosterus,true
i-LworoXnhdkkqSH2e65xuXx,Q15528987,Robert Valentin Frosterus,false
,Q15733148,Henrik Wilhelm Johan Zilliacus,true
,Q15733148,Henrik Vilhelm Johan Zilliacus,false
,Q15733148,Wilhelm Zilliacus,false
i-2iqk4FNw5j22mweLdquaqQ,Q15977177,Karl Henrik Hornborg,true
i-2iqk4FNw5j22mweLdquaqQ,Q15977177,Heikki Sarvela,false
i-2iqk4FNw5j22mweLdquaqQ,Q15977177,Nurro,false
i-2iqk4FNw5j22mweLdquaqQ,Q15977177,Sarvela,false
i-2iqk4FNw5j22mweLdquaqQ,Q15977177,T-s,false
i-GT6FgM35BjNdFMXCWWyyuA,Q16158900,Pekka Ahmavaara,true
i-GT6FgM35BjNdFMXCWWyyuA,Q16158900,پيكا اهمايڤارا,false
i-MZfMSqHz9EQfVMc733DtHZ,Q16160914,Magnus Alopaeus,true
i-FXge12HBsdn8k5HAufzWpc,Q16161750,Ossian Ansas,true
i-FXge12HBsdn8k5HAufzWpc,Q16161750,Frans Ossian Ansas,false
i-FXge12HBsdn8k5HAufzWpc,Q16161750,Frans Ossian Husberg,false
i-drx3oHYwjhh9pfERSJ75V,Q16166765,Aksel Emil Brander,true
i-drx3oHYwjhh9pfERSJ75V,Q16166765,Axel Emil Brander,false
i-567gVPjPfpWGN2AoJtRfBW,Q16168683,Axel Cederberg,true
i-567gVPjPfpWGN2AoJtRfBW,Q16168683,Axel Johan Alfons Cederberg,false
i-567gVPjPfpWGN2AoJtRfBW,Q16168683,اكسيل سيديربيرج,false
i-TYyoxCt17RVmpDAFKWJW3u,Q1661801,Felix von Willebrand,true
i-TYyoxCt17RVmpDAFKWJW3u,Q1661801,Knut Felix Villebrand,false
i-TYyoxCt17RVmpDAFKWJW3u,Q1661801,Knut Felix von Villebrand,false
i-TYyoxCt17RVmpDAFKWJW3u,Q1661801,Knut Felix von Willebrand,false
i-TYyoxCt17RVmpDAFKWJW3u,Q1661801,Кнут-Феликс фон Виллебранд,false
i-MZsPVQ9dMC8ZHTgrVyD83w,Q16737287,Olli Helander,true
i-SqM5eM5mRQL5Ezs1SSYeE,Q1703242,Ossian Wuorenheimo,true
i-SqM5eM5mRQL5Ezs1SSYeE,Q1703242,Erik Ossian Bergbom,false
i-SqM5eM5mRQL5Ezs1SSYeE,Q1703242,Erik Ossian Wuorenheimo,false
i-SqM5eM5mRQL5Ezs1SSYeE,Q1703242,Оссиан Бергбум,false
i-SqM5eM5mRQL5Ezs1SSYeE,Q1703242,Оссиан Вуоренхеймо,false
i-4aGZ3L3M9xF4shrVymXs23,Q17165851,Johan Axel Cedercreutz,true
i-4aGZ3L3M9xF4shrVymXs23,Q17165851,Cedercreutz,false
i-4aGZ3L3M9xF4shrVymXs23,Q17165851,Юхан Аксель Цедеркрейц,false
i-Tuzd3ffhjuy1CAvyKR6n28,Q17380063,Kaarlo Johan Blomstedt,true
,Q17380138,Kustavi Elovaara,true
,Q17380138,Erik Gustaf Elovaara,false
,Q17380138,Erik Gustaf Eriksson,false
,Q17380138,كوستاڤى الوڤارا,false
i-4yVsDwH7PWREgHakxAnZUW,Q17380142,Rudolf Elving,true
i-4yVsDwH7PWREgHakxAnZUW,Q17380142,Rudolf Bernhard Elfving,false
i-4yVsDwH7PWREgHakxAnZUW,Q17380142,Rudolf Bernhard Elving,false
i-4yVsDwH7PWREgHakxAnZUW,Q17380142,Rudolf Elfving,false
,Q17380231,Gottfrid von Falkenberg,true
,Q17380231,Gottfried von Falckenberg,false
,Q17380231,Johan Gottfried von Falckenberg,false
,Q17380231,Johan Gottfried von Falkenberg,false
,Q17380286,Nils Fredensköld,true
,Q17380286,Nicolaus Hasselbom,false
,Q17380286,Nils Fredenskiöld,false
i-2ELCNXniPoUbrhGohCTZVH,Q17380288,Waldemar von Frenckell,true
i-2ELCNXniPoUbrhGohCTZVH,Q17380288,Woldemar von Frenckell,false
i-5WuVXuwKbML14xudb51yD9,Q17380292,Alexander Reinhold Frey,true
i-5WuVXuwKbML14xudb51yD9,Q17380292,Aleksanteri Reino Frey,false
i-5WuVXuwKbML14xudb51yD9,Q17380292,Александр Рейнхольд Фрей,false
i-8JRHeBzG9FhLBAfHWFdMKQ,Q17380300,Johan Carl Emil af Frosterus,true
i-8JRHeBzG9FhLBAfHWFdMKQ,Q17380300,Johan Charles Emil af Frosterus,false
i-WVXdqsXffbuVYsgyHLau3U,Q17380332,Johan Gabriel Geitlin,true
i-WVXdqsXffbuVYsgyHLau3U,Q17380332,Johann Gabriel Geitlin,false
i-Fqvx5ooU2nKu7WppxfCNor,Q17380340,Karl Grotenfelt,true
i-Fqvx5ooU2nKu7WppxfCNor,Q17380340,N. Karl Grotenfelt,false
i-Fqvx5ooU2nKu7WppxfCNor,Q17380340,Nils Karl Grotenfelt,false
i-Fqvx5ooU2nKu7WppxfCNor,Q17380340,Nils Karl Ossian Grotenfelt,false
,Q17380371,Gustaf Adolf Konstantin Gripenberg,true
,Q17380371,Gustaf Adolf Gripenberg,false
i-HmF96RYdQTCuQ9kU2oPUsj,Q17380374,Mauritz Gripenberg,true
i-HmF96RYdQTCuQ9kU2oPUsj,Q17380374,Alexander Mauritz Sebastian Gripenberg,false
i-HmF96RYdQTCuQ9kU2oPUsj,Q17380374,Мауриц Грипенберг,false
i-HmF96RYdQTCuQ9kU2oPUsj,Q17380374,ماوريتز جريپينبيرج,false
i-EYJT4XUYCifxuQgXm8q9GN,Q17380378,Oskar Groundstroem,true
i-EYJT4XUYCifxuQgXm8q9GN,Q17380378,Oskar Maximilian Groundstroem,false
,Q17380412,Juho Haanpää,true
i-HhpcZwrh13UfQgSjC4pfMf,Q17380426,Fridolf Rafael von Haartman,true
i-HhpcZwrh13UfQgSjC4pfMf,Q17380426,Fridolf Rafaël von Haartman,false
i-HhpcZwrh13UfQgSjC4pfMf,Q17380426,Rafael von Haartman,false
i-HhpcZwrh13UfQgSjC4pfMf,Q17380426,Rafail Karlovič fon Gartman,false
i-HhpcZwrh13UfQgSjC4pfMf,Q17380426,Raphael von Hartmann,false
i-HhpcZwrh13UfQgSjC4pfMf,Q17380426,"Гартман, Рафаил Карлович",false
i-HhpcZwrh13UfQgSjC4pfMf,Q17380426,Фридольф Рафаэль фон Хаартман,false
i-HRxMK8De5zRSBaXaaruAMN,Q17380470,Herman Hakulinen,true
i-HRxMK8De5zRSBaXaaruAMN,Q17380470,Johan Herman Hakulinen,false
i-HRxMK8De5zRSBaXaaruAMN,Q17380470,Juhana Herman Hakulinen,false
i-HRxMK8De5zRSBaXaaruAMN,Q17380470,هيرمان هاكولينين,false
,Q17380503,Yrjö Halonen,true
,Q17380503,Yrjo Halonen,false
,Q17380503,Юрьё Халонен,false
,Q17380503,يارچو هالونين,false
i-4vvviq517v7pCxu8qKbktJ,Q17380646,Mikko Heikura,true
i-4jWtzjmGyp5knhYQSbBe7D,Q17380688,Niilo Helander,true
i-4jWtzjmGyp5knhYQSbBe7D,Q17380688,Nikolai Helander,false
i-4EsxkwwngyfaYkKgEVEGwM,Q17380724,Harald Wilhelm von Hellens,true
,Q17380726,Herman Hellén,true
,Q17380726,Herman Hellen,false
,Q17380726,Герман Геллен,false
,Q17380745,Kaarlo Hemmo,true
,Q17380745,Huvineuvos,false
,Q17380745,Kaarlo Herman Tiihonen,false
i-MT4FXbmfE3E8zXeKT2YLpS,Q17381093,Johannes Indrenius,true
i-MT4FXbmfE3E8zXeKT2YLpS,Q17381093,"Индрениус, Иван Бернгардович",false
i-MT4FXbmfE3E8zXeKT2YLpS,Q17381093,요하네스 인드레니우스,false
i-DdvHcgdBbdRimFMB8LiyD9,Q17381212,August Ferdinand Juselius,true
i-DdvHcgdBbdRimFMB8LiyD9,Q17381212,Ferdinand Jusélius,false
i-2TJ9oUcw4dzh1P1QpjGfP7,Q17381619,Johan Erik Keto,true
i-NphcP16j5qu5ntda7ML8DP,Q17381716,Pehr Klockars,true
i-NphcP16j5qu5ntda7ML8DP,Q17381716,Petter Klockars,false
i-NphcP16j5qu5ntda7ML8DP,Q17381716,ペヘル・クロッカルス,false
i-2wsSQtqSdS2J6cPYxSWnfE,Q17381721,Mikko Knuutila,true
i-2wsSQtqSdS2J6cPYxSWnfE,Q17381721,ميكو كنوتيلا,false
i-DmWg6kaxRcVGDxey3HZmMC,Q17381729,Aleksanteri Koivisto,true
i-DmWg6kaxRcVGDxey3HZmMC,Q17381729,Алексантери Койвисто,false
i-DmWg6kaxRcVGDxey3HZmMC,Q17381729,اليكسانتيرى كويڤيستو,false
i-VprBVce4soGLYgngLSjo1p,Q17381816,William Koskelin,true
i-VprBVce4soGLYgngLSjo1p,Q17381816,K. W. Koskelin,false
i-VprBVce4soGLYgngLSjo1p,Q17381816,Karl William Koskelin,false
i-VprBVce4soGLYgngLSjo1p,Q17381816,ويليام كوسكيلين,false
i-G4Kxx8in9vUPtEQxcVFHyA,Q17381860,Gustaf von Kothen,true
i-G4Kxx8in9vUPtEQxcVFHyA,Q17381860,"Котен, Густав Густавович фон",false
i-YMJd2SaD9XHRrshNNdMA7Y,Q17381871,Robert von Kraemer,true
i-YMJd2SaD9XHRrshNNdMA7Y,Q17381871,Carl Robert von Kraemer,false
i-DvsnxJr6R8m8r5wknzUSGc,Q17381872,Wilhelm Theodor von Kraemer,true
i-DvsnxJr6R8m8r5wknzUSGc,Q17381872,Vilhelm Teodor von Kraemer,false
i-DvsnxJr6R8m8r5wknzUSGc,Q17381872,Вильхельм Теодор Кремер,false
i-DvsnxJr6R8m8r5wknzUSGc,Q17381872,"Кремер, Вильхельм Теодор",false
i-A3iNU74qwgCMgUUvCNEK5W,Q17382045,Oskari Laine,true
i-A3iNU74qwgCMgUUvCNEK5W,Q17382045,Adolf Oskari Laine,false
i-A3iNU74qwgCMgUUvCNEK5W,Q17382045,Оскари Лайне,false
i-A3iNU74qwgCMgUUvCNEK5W,Q17382045,اوسكارى لاين,false
i-14317JnQPTgWq1zhQNz5cf,Q17382097,Mikko Latva,true
i-JwZs6TyeLcz34Vcak5vDpF,Q17382216,Johan Henrik Liljeroos,true
i-JwZs6TyeLcz34Vcak5vDpF,Q17382216,H. J. Liljeroos,false
i-JwZs6TyeLcz34Vcak5vDpF,Q17382216,Henrik Liljeroos,false
i-5QyT7ZCgVopTZskW7iy7sW,Q17382239,Heikki Lindroos,true
i-5QyT7ZCgVopTZskW7iy7sW,Q17382239,Henrik Viktor Lindroos,false
i-5QyT7ZCgVopTZskW7iy7sW,Q17382239,هيكى ليندروس,false
i-5QyT7ZCgVopTZskW7iy7sW,Q17382239,헤이키 린드로스,false
i-XPsFtNapCWqxkfZ1X9V1o7,Q17382245,Wilhelm Lindstedt,true
i-XPsFtNapCWqxkfZ1X9V1o7,Q17382245,Вильгельм Линдстедт,false
,Q17382272,August Lilius,true
i-Qnp6pqgLniPF2sFKE6V5wi,Q17382325,Alexander Wilhelm Lyra,true
i-KBRhFpxQ7JaxtdN7vnuj2r,Q17382357,Hugo Malmberg,true
i-KBRhFpxQ7JaxtdN7vnuj2r,Q17382357,Hugo Albert Malmberg,false
i-KBRhFpxQ7JaxtdN7vnuj2r,Q17382357,Гуго Мальмберг,false
i-24MJDgsqqgCgQM9j64vDZY,Q17382406,J. A. Maunu,true
i-24MJDgsqqgCgQM9j64vDZY,Q17382406,Johan Abraham Maunu,false
i-Lh2ZkUZd9AHu99nWtfbihe,Q17382504,Gustaf Edvard Mattson,true
i-Lh2ZkUZd9AHu99nWtfbihe,Q17382504,Gustaf Edvard Mattsson,false
i-9DtdC6x5pi2pfrUoXBHv3k,Q17382509,Juho Mynttinen,true
i-9DtdC6x5pi2pfrUoXBHv3k,Q17382509,چوهو مينتينين,false
i-EjTKe45emsM1M3iEM1jsbD,Q17382618,Johan Christoffer von Morian,true
i-EjTKe45emsM1M3iEM1jsbD,Q17382618,Johan Kristoffer von Morian,false
i-EjTKe45emsM1M3iEM1jsbD,Q17382618,"Johannes Kristofer Morian, 2.Lord of Sarvilahti",false
i-EjTKe45emsM1M3iEM1jsbD,Q17382618,Юхан Кристофер фон Мориан,false
i-KsLWXt96o6G3c9qu9e3nSH,Q17382649,Abel Nyholm,true
,Q17382704,Kaarle Ojanen,true
,Q17382704,Carl Gustav Tuorre,false
,Q17382704,كارل اوچانين,false
i-PYQaaQwp6fww67Sfuv5pS2,Q17382782,Henrik Christian Nordenswan,true
,Q17382816,Evert Palmén,true
,Q17382816,Karl Evert Palmén,false
i-2kQwUtoHSwnYeLTXmLck8r,Q17382829,H. G. Paloheimo,true
i-2kQwUtoHSwnYeLTXmLck8r,Q17382829,H.G. Paloheimo,false
i-2kQwUtoHSwnYeLTXmLck8r,Q17382829,Hjalmar Gabriel Brander,false
i-2kQwUtoHSwnYeLTXmLck8r,Q17382829,Hjalmar Gabriel Paloheimo,false
i-2kQwUtoHSwnYeLTXmLck8r,Q17382829,Hjalmar Paloheimo,false
i-2kQwUtoHSwnYeLTXmLck8r,Q17382829,اتش. جى. پالوهيمو,false
,Q17382848,Paavo Nyrönen,true
i-3dVVhxTjBDNPtjwMKrwZ4S,Q17382895,Erkki Peltonen,true
i-3dVVhxTjBDNPtjwMKrwZ4S,Q17382895,Erik Peltonen,false
i-3dVVhxTjBDNPtjwMKrwZ4S,Q17382895,Erik Tiitula,false
i-3dVVhxTjBDNPtjwMKrwZ4S,Q17382895,Erkki Tiitula,false
i-3dVVhxTjBDNPtjwMKrwZ4S,Q17382895,Эркки Пелтонен,false
,Q17382923,Anders Fabian Orrhjelm,true
,Q17382923,Anders Fabian Orraeus,false
,Q17382923,Anders Fabian Orrhielm,false
,Q17382923,Andreas Fabianus Orraeus,false
,Q17382923,アンデルス・ファビアン・オッラエウス,false
i-J2CszrE3gkUiAQ8Qt52mWd,Q17382937,Leonard von Pfaler,true
i-5wge6QMG7pAdkdDzz7CEBh,Q17382941,Matti Pietinen,true
i-5wge6QMG7pAdkdDzz7CEBh,Q17382941,Matti Pitkänen,false
i-9h6okN8c4Eaw2Pw3PKzSBY,Q17382981,Wilhelm Pipping,true
,Q17383027,Matthias Pazelius,true
,Q17383027,Matias Pasanen,false
,Q17383027,Pasasen Masa,false
i-4tBRiwxoFnwzLd3TCQ26cB,Q17383064,Lauri Pelkonen,true
i-4tBRiwxoFnwzLd3TCQ26cB,Q17383064,Lauri Kustaa Pelkonen,false
i-41d4zMw4hn2GPrzvCT2NuU,Q17383149,Wolter Ramsay,true
i-41d4zMw4hn2GPrzvCT2NuU,Q17383149,Volter Ramsay,false
i-XXg2bmhEiXiYrETYEK6PnU,Q17383171,Fredrik Josef Pipping,true
i-6suuzHSQU6bgefM53wxoHs,Q17383294,Juho Riihimäki,true
i-Y6h5zrKenZWNZ9m3mhTxdv,Q17383338,Wilhelm Roos,true
i-Y6h5zrKenZWNZ9m3mhTxdv,Q17383338,Samuel Wilhelm Roos,false
i-Y6h5zrKenZWNZ9m3mhTxdv,Q17383338,ويلهلم روس,false
i-Y6h5zrKenZWNZ9m3mhTxdv,Q17383338,ويلهيلم روس,false
i-LTLtGArV54n8xN9SzsYhCh,Q17383421,Reinhold Johan Rehbinder,true
i-LTLtGArV54n8xN9SzsYhCh,Q17383421,Райнхольд Йоханн Ребиндер,false
i-Vquuv2Q1nBy3xPM3DXsFHJ,Q17383568,Emanuel Saloheimo,true
i-Vquuv2Q1nBy3xPM3DXsFHJ,Q17383568,Emanuel Berner,false
i-JZswQyxJgdrC7mcS7qxnaV,Q17383608,Samuel Heiskanen,true
i-JZswQyxJgdrC7mcS7qxnaV,Q17383608,Samppa Heiskanen,false
i-JZswQyxJgdrC7mcS7qxnaV,Q17383608,سامويل هيسكانين,false
,Q17383657,Gabriel Saarenpää,true
i-6uBc5itfkvswdCxwfNnXyC,Q17383673,Uno Alfons Saxén,true
i-6uBc5itfkvswdCxwfNnXyC,Q17383673,Saxén,false
i-6uBc5itfkvswdCxwfNnXyC,Q17383673,Uno Saxén,false
i-SUa2EAYaUVdKXx1Hip3kos,Q17383702,Hugo Schulman,true
i-SUa2EAYaUVdKXx1Hip3kos,Q17383702,Carl Magnus Hugo Schulman,false
i-SUa2EAYaUVdKXx1Hip3kos,Q17383702,Карл Магнус Уго Александрович Шульман,false
i-WjuDQ8j1vsSw67QvPoaiQn,Q17383717,J. A. Salminen,true
i-WjuDQ8j1vsSw67QvPoaiQn,Q17383717,Johan Adolf Salminen,false
i-DeNANhJFvif9NVw93xfYiN,Q17383787,Gustaf Adolf Silfverhjelm,true
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Wolmar Schildt,true
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Kilpinen,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Temu Tomas Tøtæmøinen,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Volm. Kilpinen,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Volmar Styrbjörn Schildt,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Volmari Kilpinen,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,W. K.,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,W. Kilpinen,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Warpunen Jyvæskylæn kaupunnista,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Wolmar Schildt-Kilpinen,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Wolmar Styrbjörn Schildt,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Wolmar Styrbjörn Schildt-Kilpinen,false
i-XCD42yBHNtQaD6vrHPaNvi,Q17383802,Wolmari Kilpinen,false
i-KBFgvwgJvVUJQsXSYrfogH,Q17383863,Karl Snellman,true
i-KBFgvwgJvVUJQsXSYrfogH,Q17383863,Карл Снельман,false
i-TtTfn6AZ2VRQkxNw2hsBsT,Q17383866,Karl August Snellman,true
i-TtTfn6AZ2VRQkxNw2hsBsT,Q17383866,Karl August Snellman G:son,false
i-TtTfn6AZ2VRQkxNw2hsBsT,Q17383866,Karl August Snellman Gerhardsson,false
i-2XhKnDrvwR1osJ5ryzubot,Q17383887,Gustaf Johan Silfversvan,true
i-6JMZzaoy2STkFfwYc6v1gJ,Q17383987,Albert Stigzelius,true
i-6JMZzaoy2STkFfwYc6v1gJ,Q17383987,Erik Albert Stigzelius,false
i-6JMZzaoy2STkFfwYc6v1gJ,Q17383987,البيرت ستيجزيليوس,false
i-VZBCP48WcB68XodCJB2hkH,Q17383994,Julius Stjernvall,true
i-3UZR8F4MDTpxope8ME8oS9,Q17384194,Werner Nikolai Tawaststjerna,true
i-3UZR8F4MDTpxope8ME8oS9,Q17384194,Werner Nikolaus Tawaststjerna,false
i-3UZR8F4MDTpxope8ME8oS9,Q17384194,Werner Tawaststjerna,false
,Q17384290,Johan Reinhold Taube,true
i-8Nqw1ci2HJgHqGKyao4gz6,Q17384313,Juho Torppa,true
i-8Nqw1ci2HJgHqGKyao4gz6,Q17384313,چوهو تورپا,false
,Q17384438,Samuel Werner von Troil,true
,Q17384438,Самуэль Вернер фон Тройль,false
i-Quofg7cvFSNhUVrVFqCsCJ,Q17384649,Kalle Viljakainen,true
i-Quofg7cvFSNhUVrVFqCsCJ,Q17384649,Carl Viljakainen,false
i-Quofg7cvFSNhUVrVFqCsCJ,Q17384649,Kaarlo Viljakainen,false
i-Quofg7cvFSNhUVrVFqCsCJ,Q17384649,Kalle Wiljakainen,false
i-Quofg7cvFSNhUVrVFqCsCJ,Q17384649,Karl Wiljakainen,false
i-Quofg7cvFSNhUVrVFqCsCJ,Q17384649,كال ڤيلچاكاينين,false
i-4GpKxxaDYPL8zTYnJ5qrTa,Q17384817,Kaarlo Warvikko,true
i-4GpKxxaDYPL8zTYnJ5qrTa,Q17384817,K. J. Warvikko,false
i-4GpKxxaDYPL8zTYnJ5qrTa,Q17384817,Karl Johan Warvikko,false
i-4GpKxxaDYPL8zTYnJ5qrTa,Q17384817,كارلو وارڤيكو,false
i-W9WfZerRzSkwj8v7EYcDVd,Q17384840,Arthur von Weissenberg,true
i-W9WfZerRzSkwj8v7EYcDVd,Q17384840,Arthur Emil von Weissenberg,false
i-W9WfZerRzSkwj8v7EYcDVd,Q17384840,Arthur Weissenberg,false
i-W9WfZerRzSkwj8v7EYcDVd,Q17384840,ارثر ڤون ويسينبيرج,false
i-ETQzEcgbBi4s4RJ7ZnfAwr,Q17384883,Carolus Wrede,true
i-ETQzEcgbBi4s4RJ7ZnfAwr,Q17384883,Carl Gustaf Garibaldi Fabian Wrede,false
i-ETQzEcgbBi4s4RJ7ZnfAwr,Q17384883,Каролус Вреде,false
i-G57bpc4f6Fu1svLLXDpNcx,Q17384892,Ferdinand von Wright,true
i-G57bpc4f6Fu1svLLXDpNcx,Q17384892,Ferdinand Wright,false
i-G57bpc4f6Fu1svLLXDpNcx,Q17384892,فيرديناند ڤون وريجت,false
i-95kqLStAkf79wjFbzwvEWA,Q17384963,Henrik Johan Wilhelm Zilliacus,true
i-95kqLStAkf79wjFbzwvEWA,Q17384963,Wilhelm Zilliacus,false
i-ThLyS2PmaP8M3K7ALK22pq,Q1785182,Oskar Hackman,true
i-ThLyS2PmaP8M3K7ALK22pq,Q1785182,Walter Oskar Hackman,false
,Q1814297,Carl Erik Mannerheim,true
,Q1814297,C. E. Mannerheim,false
,Q1814297,Carl Mannerheim,false
,Q1814297,Karl Erik Mannerheim,false
,Q1814297,"Mannerheim, Carl Erik",false
,Q1814297,Карл Эрик Маннергейм,false
,Q1814297,"Маннергейм, Карл Эрик",false
,Q1814297,كارل اريك مانرهايم,false
,Q1814297,卡尔·埃里克·曼纳海姆,false
,Q1814297,卡爾·埃裏克·曼納海姆,false
,Q1814297,卡爾·埃里克·曼納海姆,false
,Q1814297,칼 에리크 만네르헤임 백작,false
,Q18632475,Johan Axel Gripenberg,true
,Q18632475,Axel Gripenberg,false
,Q18632475,Johan Gripenberg,false
,Q18632475,"Грипенберг, Аксель Севастьянович",false
,Q18632475,Юхан Аксель Грипенберг/Юхан Аксель Гриппенберг/ Аксель Севастьянович Гриппенберг,false
i-H5j7JEfNpcffScykfd1hcQ,Q18633458,Oskar Nissinen,true
i-H5j7JEfNpcffScykfd1hcQ,Q18633458,Oskar Petrus Nissinen,false
i-H5j7JEfNpcffScykfd1hcQ,Q18633458,オスカー・ニッシネン,false
i-Hsgr383t4iizpwWFP77NxX,Q18688429,Karl Fabritius,true
i-JpZo7AviDFXB9nUQMjepfA,Q18688521,Karl Lindholm,true
i-SzVBBvxt1aGJ6jks8D2Q5W,Q18814960,Rolf Thesleff,true
i-SzVBBvxt1aGJ6jks8D2Q5W,Q18814960,Рольф Теслефф,false
i-3hQah5EqNFdwtunyrvFwuo,Q19703284,Johan Arvid Hjorth,true
i-PsebhHbMPp7TojDsoDt1hW,Q1974329,Axel Lille,true
i-PsebhHbMPp7TojDsoDt1hW,Q1974329,Axel Johan Lille,false
i-PsebhHbMPp7TojDsoDt1hW,Q1974329,Аксель Лилле,false
i-PsebhHbMPp7TojDsoDt1hW,Q1974329,"Лилле, Аксель",false
i-PsebhHbMPp7TojDsoDt1hW,Q1974329,اكسيل ليل,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Theodor Schwindt,true
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Petter Theodor Schvindt,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Petter Theodor Schwindt,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Schwindt,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Theodor Schvindt,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Петер Теодор Швиндт,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Петер Швиндт,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Швиндт,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,Швиндт Петер Теодор,false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,"Швиндт, Петер",false
i-dUJ9Gu38LQ6ZmTrMYYQ6m,Q2011821,"Швиндт, Петер Теодор",false
i-WjNrP4V2Q7sQnyWHLYvkVn,Q20251351,Frans Fredrik Björni,true
i-WjNrP4V2Q7sQnyWHLYvkVn,Q20251351,Frans Björni,false
i-WjNrP4V2Q7sQnyWHLYvkVn,Q20251351,Frans Fredrik Bjorni,false
i-NDu3XB3xk3uT4c2LFvLbZz,Q20251380,Axel Fredrik Nikolaus Cedercreutz,true
i-NDu3XB3xk3uT4c2LFvLbZz,Q20251380,Axel Cedercreutz,false
i-NDu3XB3xk3uT4c2LFvLbZz,Q20251380,Axel Fredrik Nikolai Cedercreutz,false
